Manufacturer,Model,Date,Type,Refrigerant,Mass of Refrigerant [kg],Pdesignc,T_outside [°C],T_out [°C],Pdc [kW],EER
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVH08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVZ08S23E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08DV / EHVX08S23D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EV / EHVX08S23E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHBX08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E6V,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA08EVA / EHBH08E9W,2018-03-02,Outdoor Air/Water,R32,1.5,5.40,20,7,2.54,8.47
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D3V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D3V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D3V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D3V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04DV(A) / EHVX04S18D6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04DV(A) / EHBX04D6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04DV(A) / EHBX04D6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04DV(A) / EHBX04D6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04DV(A) / EHBX04D6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHVH04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHVH04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHVH04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHVH04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E3V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E3V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E3V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E3V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVX04S18E6V(G),2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHVH04SU18E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHVZ04S18E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHBX04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHBX04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHBX04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHBX04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV(A) / EHBH04E6V,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,35,7,4.52,3.32
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,30,7,3.14,5.11
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,25,7,2.43,6.69
DAIKIN Europe N.V.,ERGA04EV / EHBH04E6V + cooling kit,2018-06-11,Outdoor Air/Water,R32,1.5,4.50,20,7,2.50,8.24
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHVX08S18D9W(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06DV / EHBX08D6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVX08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08SU18E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVH08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHVZ08S18E9W + cooling,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBX08E6V,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBX08E9W,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBH08E6V + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,35,7,5.09,3.28
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,30,7,3.75,4.93
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,25,7,2.47,6.86
DAIKIN Europe N.V.,ERGA06EV / EHBH08E9W + cooling kit,2017-11-22,Outdoor Air/Water,R32,1.5,5.10,20,7,2.52,8.36
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,35,7,5.44,3.14
DAIKIN Europe N.V.,ERGA08EV / EHVX08S18E6V(G),2017-11-22,Outdoor Air/Water,R32,1.5,5.40,30,7,4.02,4.84
